valueSetId	valueSetName	entityId	sourceCode	term	valueSource
D00025	儿童禁用的药品	1567677479680868704	896	吉非替尼	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492241150734	398	酚妥拉明	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479680420484	1332	加替沙星	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479647574885	173	依帕司他	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479670661608	1323	尼可刹米	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1723083495722103848	551	红花注射液	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1723083495722102014	1186	麝香追风止痛膏	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479683805672	138	格列美脲	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492255780285	1160	硫必利	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479676282721	1165	利培酮	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492254116438	14	雷尼替丁	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492242676703	1074	复方阿替卡因	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479668128605	797	齐多夫定	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479660426827	595	烯丙雌醇	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479692406664	775	丙硫异烟胺	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492262162727	1215	哌甲酯	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479647807728	552	异维A酸	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1723083495722102097	1149	伤科接骨片	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479692082751	1007	吡罗昔康	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479683383600	136	格列本脲	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479676523310	443	赖诺普利	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479669861124	30	匹维溴铵	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479663164445	28	替普瑞酮	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1723083495722105288	869	拔毒膏	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479679615365	560	甲硝唑	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492256546274	90	洛哌丁胺	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1723083495722101783	378	左归丸	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492230485537	1228	倍他司汀	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479666231150	172	瑞格列奈	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479663531413	★(5)	替硝唑氯化钠	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479663613101	★(5)	替硝唑葡萄糖	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492245377480	493	复方土槿皮	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492278312250	1101	小儿对乙酰氨基酚	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492291417577	1434	钆特醇注射液	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492292612234	83	利那洛肽胶囊	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1723083495722103328	879	康复新液	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1655460784195101063	1383	多种微量元素注射液(III)	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677492231532008	155	吡格列酮	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1567677479674386728	1248	羟氯喹	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1642752209835100012	388	肠内营养乳剂(SP)	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1705052517347104677	1159	氨磺必利口服溶液	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1689245828242100725	1296	盐酸溴己新口服溶液	OMAHA数字医学知识专家
D00025	儿童禁用的药品	1675770553678118707	62	中长链脂肪乳/氨基酸(16)/葡萄糖(36%)注射液	OMAHA数字医学知识专家
D00026	儿童慎用的药品	1723083495722103785	700	化风丹	OMAHA数字医学知识专家
D00026	儿童慎用的药品	1723083495722102349	236	祛痰灵口服液	OMAHA数字医学知识专家
