entityId	entitySourceCode	entity	entityType	property	valueId	valueSourceCode	value	valueType	group	source
1710412402182100196	★(503)	牛碱性成纤维细胞生长因子(重组牛碱性成纤维细胞生长因子)凝胶剂	药品	限适应证	1638862600405908901		II度烧伤	疾病	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1585622404038421651	167	曲美替尼片	药品	限适应证	1567677491907806665		黑色素瘤	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1585622404038421651	167	曲美替尼片	药品	限适应证	1567677477490454412		非小细胞肺癌	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1567677492285005875	167	艾塞那肽注射液	药品	限适应证	1567677478824015834		2型糖尿病	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1705052517347104293	2	安奈拉唑钠肠溶片	药品	限适应证	1567677479244174304		十二指肠溃疡	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1655460784195102767	2	二甲双胍恩格列净片(III)	药品	限适应证	1567677478824015834		2型糖尿病	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1642753287532100012	85	海博麦布片	药品	限适应证	1710412402182100760		原发性杂合子家族性高胆固醇血症	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1642753287532100012	85	海博麦布片	药品	限适应证	1612349673592521180		非家族性高胆固醇血症	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1705052517347114184	376	注射用奥马珠单抗α	药品	限适应证	1710412402182100758		持续性过敏性哮喘	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1675770553678116051	1164	丁苯那嗪片	药品	限适应证	1710412402182100716		亨廷顿病相关的舞蹈症	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1604802234697743357	243	注射用维布妥昔单抗	药品	限适应证	1612349675701001147		CD30阳性淋巴瘤	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1604802234697743357	243	注射用维布妥昔单抗	药品	限适应证	1710412402182100467		系统性间变性大细胞淋巴瘤(R/RsALCL)	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1604802234697743357	243	注射用维布妥昔单抗	药品	限适应证	1710412402182100524		经典型霍奇金淋巴瘤(R/RcHL)	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1604802234697743357	243	注射用维布妥昔单抗	药品	限适应证	1710412402182100771		原发性皮肤间变性大细胞淋巴瘤(pcALCL)	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1604802234697743357	243	注射用维布妥昔单抗	药品	限适应证	1710412402182100123		蕈样真菌病(MF)	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1642753370457100023	256	帕米帕利胶囊	药品	限适应证	1710412402182100926		复发性晚期卵巢癌	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1642753370457100023	256	帕米帕利胶囊	药品	限适应证	1710412402182100940		复发性输卵管癌	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1642753370457100023	256	帕米帕利胶囊	药品	限适应证	1638862597050913486		原发性腹膜癌	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1675770553678105220	123	硫酸艾沙康唑胶囊	药品	限适应证	1567677491207132830		侵袭性曲霉病	疾病	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1675770553678105220	123	硫酸艾沙康唑胶囊	药品	限适应证	1694059615233101549		侵袭性毛霉病	疾病	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1734520859742111327	389	地拉罗司颗粒	药品	限适应证	1666592791086176412		β-地中海贫血	疾病	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1734520859742111327	389	地拉罗司颗粒	药品	限适应证	1734520859742120064		非输血依赖性地中海贫血	疾病	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1567677492285788684	136	艾考恩丙替片	药品	限适应证	1638862657210506991		艾滋病病毒感染	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1567677479374757342	598	银杏二萜内酯葡胺注射液	药品	限适应证	1585622403168730130		脑梗死恢复期	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1676287157005100271	19	散寒化湿颗粒	药品	限适应证	1567677479257257540		发热	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1676287157005100271	19	散寒化湿颗粒	药品	限适应证	1638862613050587407		乏力	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1676287157005100271	19	散寒化湿颗粒	药品	限适应证	1567677480639422122		酸痛	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1676287157005100271	19	散寒化湿颗粒	药品	限适应证	1567677479478618346		咳嗽	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
1676287157005100271	19	散寒化湿颗粒	药品	限适应证	1638862648423863723		咯痰	临床所见	0	国家基本医疗保险、生育保险和工伤保险药品目录(2025年)
